,street,county,state,zip
49561,542  HILLTOP AVE  WARRIOR,Jefferson County,AL,351801227
49562,610  POPLAR ST  WARRIOR,Jefferson County,AL,351801223
49563,9437  ASBERRY RD  WARRIOR,Jefferson County,AL,351801237
49564,308  7TH ST E WARRIOR,Jefferson County,AL,351801156
49565,605  HILLTOP AVE  WARRIOR,Jefferson County,AL,35180
49566,1012  MAIN ST N WARRIOR,Jefferson County,AL,35180
49567,799  OAK ST W WARRIOR,Jefferson County,AL,351801084
49568,521  MAIN ST N WARRIOR,Jefferson County,AL,35180
49569,151  5TH ST E WARRIOR,Jefferson County,AL,351801352
49570,106  LEON DR  WARRIOR,Jefferson County,AL,351801175
49571,501  MAIN ST N WARRIOR,Jefferson County,AL,351801167
49572,511  GOODWIN DR  WARRIOR,Jefferson County,AL,351801121
49573,103  KEMP DR  WARRIOR,Jefferson County,AL,351801354
49574,503  GOODWIN DR  WARRIOR,Jefferson County,AL,351801121
49575,501  MARTIN LN  WARRIOR,Jefferson County,AL,35180
49576,107  3RD ST E WARRIOR,Jefferson County,AL,351801507
49577,303  BRAKE ST  WARRIOR,Jefferson County,AL,35180
49578,419  THOMAS ST  WARRIOR,Jefferson County,AL,351801342
49579,314  BRAKE ST  WARRIOR,Jefferson County,AL,351801376
49580,409  THOMAS ST  WARRIOR,Jefferson County,AL,35180
49581,200  3RD ST E WARRIOR,Jefferson County,AL,351801510
49582,202  BRAKE ST  WARRIOR,Jefferson County,AL,351801520
49583,105  2ND ST E WARRIOR,Jefferson County,AL,35180
49584,104  MAIN ST N WARRIOR,Jefferson County,AL,351801338
49585,214  2ND ST E WARRIOR,Jefferson County,AL,351801567
49586,101  THOMAS ST  WARRIOR,Jefferson County,AL,35180
49587,1550  RAINBOW LN  WARRIOR,Jefferson County,AL,351802757
49588,1652  MORTON RD  WARRIOR,Jefferson County,AL,351802730
49589,1761  SWEETWATER WAY  WARRIOR,Jefferson County,AL,351802760
49590,1754  SWEETWATER WAY  WARRIOR,Jefferson County,AL,351802759
49591,1771  SWEETWATER WAY  WARRIOR,Jefferson County,AL,351802760
49592,4395  SUNNY SIDE CIR  WARRIOR,Jefferson County,AL,351802763
49593,4382  SUNNY SIDE CIR  WARRIOR,Jefferson County,AL,351802761
49594,4378  SUNNY SIDE CIR  WARRIOR,Jefferson County,AL,351802761
49595,4356  SUNNY SIDE CIR  WARRIOR,Jefferson County,AL,351802761
49596,4369  SUNNY SIDE CIR  WARRIOR,Jefferson County,AL,351802762
49597,4373  SUNNY SIDE CIR  WARRIOR,Jefferson County,AL,351802762
49598,10200  DEER CREEK CIR  WARRIOR,Jefferson County,AL,35180
49599,2036  RISING FAWN DR  WARRIOR,Jefferson County,AL,351802770
49600,1625  BEAT LINE RD  WARRIOR,Jefferson County,AL,351802711
49601,1595  BEAT LINE RD  WARRIOR,Jefferson County,AL,35180
49602,8698  CENTRAL RD  WARRIOR,Jefferson County,AL,35180
49603,8950  CENTRAL RD  WARRIOR,Jefferson County,AL,351802619
49604,8884  CENTRAL RD  WARRIOR,Jefferson County,AL,351802621
49605,1096  WARRIOR JASPER RD  WARRIOR,Jefferson County,AL,351801950
49606,1105  WARRIOR JASPER RD  WARRIOR,Jefferson County,AL,351801934
49607,1241  WARRIOR JASPER RD  WARRIOR,Jefferson County,AL,35180
49608,600  BELTONA RD  WARRIOR,Jefferson County,AL,351801954
49609,604  BELTONA RD  WARRIOR,Jefferson County,AL,351801954
49610,8533  LANG RD  WARRIOR,Jefferson County,AL,351802617
49611,1308  WARRIOR JASPER RD  WARRIOR,Jefferson County,AL,351802602
49612,807  HILLTOP DR  WARRIOR,Jefferson County,AL,351801908
49613,800  HILLTOP DR  WARRIOR,Jefferson County,AL,351801907
49614,720  HILLTOP RD  WARRIOR,Jefferson County,AL,351801905
49615,8763  WARRIOR KIMBERLY RD  KIMBERLY,Jefferson County,AL,350913020
49616,532  DOSS FERRY PKWY  KIMBERLY,Jefferson County,AL,350912025
49617,508  DOSS FERRY PKWY  KIMBERLY,Jefferson County,AL,350912025
49618,547  DOSS FERRY PKWY  KIMBERLY,Jefferson County,AL,350912031
49619,9498  ELLIS DR  KIMBERLY,Jefferson County,AL,350911100
49620,406  REED WAY  KIMBERLY,Jefferson County,AL,350912327
49621,1359  DAVENPORT CIR  KIMBERLY,Jefferson County,AL,350913014
49622,421  HAMPSTEAD CIR  KIMBERLY,Jefferson County,AL,350912702
49623,443  HAMPSTEAD CIR  KIMBERLY,Jefferson County,AL,350912702
49624,9552  AMBROSE LN  KIMBERLY,Jefferson County,AL,350912026
49625,9512  AMBROSE LN  KIMBERLY,Jefferson County,AL,350912026
49626,905  LOVE LN  WARRIOR,Jefferson County,AL,351801625
49627,9830  OLD HIGHWAY 31   WARRIOR,Jefferson County,AL,351801832
49628,232  MANNING ST  WARRIOR,Jefferson County,AL,35180
49629,9640  ELLIS RD  WARRIOR,Jefferson County,AL,351801705
49630,9576  ELLIS RD  WARRIOR,Jefferson County,AL,351801703
49631,9126  CYPRESS PL  WARRIOR,Jefferson County,AL,351801815
49632,9127  CYPRESS PL  WARRIOR,Jefferson County,AL,351801820
49633,9285  RADFORD PL  WARRIOR,Jefferson County,AL,351801579
49634,9297  RADFORD PL  WARRIOR,Jefferson County,AL,351801579
49635,9290  RADFORD PL  WARRIOR,Jefferson County,AL,351801565
49636,9252  RADFORD PL  WARRIOR,Jefferson County,AL,351801565
49637,9251  RADFORD PL  WARRIOR,Jefferson County,AL,351801579
49638,9160  ROOKWOOD PL  WARRIOR,Jefferson County,AL,351801557
49639,9169  ROOKWOOD PL  WARRIOR,Jefferson County,AL,351801517
49640,9173  ROOKWOOD PL  WARRIOR,Jefferson County,AL,351801517
49641,9181  ROOKWOOD PL  WARRIOR,Jefferson County,AL,351801517
49642,9395  HOFFMAN PL  WARRIOR,Jefferson County,AL,351801554
49643,9384  HOFFMAN PL  WARRIOR,Jefferson County,AL,351801546
49644,9376  HOFFMAN PL  WARRIOR,Jefferson County,AL,351801546
49645,9309  HOFFMAN PL  WARRIOR,Jefferson County,AL,351801515
49646,9621  HARVELLA RD  WARRIOR,Jefferson County,AL,351801724
49647,401  RAILROAD ST S WARRIOR,Jefferson County,AL,351801720
49648,9170  MARK RYAN DR  KIMBERLY,Jefferson County,AL,35091
49649,9158  MARK RYAN DR  KIMBERLY,Jefferson County,AL,35091
49650,9173  MARK RYAN DR  KIMBERLY,Jefferson County,AL,350912019
49651,9174  MARK RYAN DR  KIMBERLY,Jefferson County,AL,350912018
49652,1290  RIDGE RD  WARRIOR,Jefferson County,AL,35180
49653,1609  APRIL DR  WARRIOR,Jefferson County,AL,351802941
49654,1629  APRIL DR  WARRIOR,Jefferson County,AL,351802941
49655,1454  BEAT LINE RD  WARRIOR,Jefferson County,AL,351802709
49656,2048  WARRIOR JASPER RD  WARRIOR,Jefferson County,AL,351802813
49657,1617  NEW BETHEL SCHOOL RD  WARRIOR,Jefferson County,AL,35180
49658,1609  NEW BETHEL SCHOOL RD  WARRIOR,Jefferson County,AL,351802809
49659,9815  OWENS RD  WARRIOR,Jefferson County,AL,351803012
49660,9000  SHARIT DAIRY RD  GARDENDALE,Jefferson County,AL,35071
49661,9182  PRITCHETT RD  GARDENDALE,Jefferson County,AL,35071
49662,9019  PRITCHETT RD  GARDENDALE,Jefferson County,AL,350713217
49663,499  PARK AVE  KIMBERLY,Jefferson County,AL,350912014
49664,9008  KIM LN  KIMBERLY,Jefferson County,AL,350912013
49665,9009  KIM LN  KIMBERLY,Jefferson County,AL,350912012
49666,9117  MARK RYAN DR  KIMBERLY,Jefferson County,AL,350912019
49667,458  PARK AVE  KIMBERLY,Jefferson County,AL,350912015
49668,9118  MARK RYAN DR  KIMBERLY,Jefferson County,AL,350912018
49669,9205  MARK RYAN DR  KIMBERLY,Jefferson County,AL,350912023
49670,9188  MARK RYAN DR  KIMBERLY,Jefferson County,AL,350912018
49671,9350  PETERSON DR  KIMBERLY,Jefferson County,AL,35091
49672,9228  HIGHWAY 31  N KIMBERLY,Jefferson County,AL,35091
49673,9493  AMBROSE LN  KIMBERLY,Jefferson County,AL,350912020
49674,9482  AMBROSE LN  KIMBERLY,Jefferson County,AL,350912021
49675,9460  AMBROSE LN  KIMBERLY,Jefferson County,AL,350912021
49676,9389  DOSS FERRY LN  KIMBERLY,Jefferson County,AL,350912029
49677,9331  DOSS FERRY LN  KIMBERLY,Jefferson County,AL,350912029
49678,9326  DOSS FERRY LN  KIMBERLY,Jefferson County,AL,350912030
49679,293  SARAH WAY  KIMBERLY,Jefferson County,AL,350913200
49680,9329  BRAKE CIR  KIMBERLY,Jefferson County,AL,350919300
49681,219  SARAH WAY  KIMBERLY,Jefferson County,AL,350913200
49682,246  SARAH WAY  KIMBERLY,Jefferson County,AL,350913201
49683,206  SARAH WAY  KIMBERLY,Jefferson County,AL,350913201
49684,369  REED WAY  KIMBERLY,Jefferson County,AL,350912326
49685,329  REED WAY  KIMBERLY,Jefferson County,AL,350912326
49686,317  REED WAY  KIMBERLY,Jefferson County,AL,350912326
49687,342  REED WAY  KIMBERLY,Jefferson County,AL,350912328
49688,511  PARK AVE  KIMBERLY,Jefferson County,AL,350912000
49689,9113  JEFFERSON ST  KIMBERLY,Jefferson County,AL,350912114
49690,731  JOHNSON RD  KIMBERLY,Jefferson County,AL,350912017
49691,7755  DOLLY DR  DORA,Jefferson County,AL,350622135
49692,7700  DOLLY DR  DORA,Jefferson County,AL,350622135
49693,7737  DOLLY DR  DORA,Jefferson County,AL,350622135
49694,5305  HOLLIS GOODWIN RD  DORA,Jefferson County,AL,35062
49695,5095  HOLLIS GOODWIN RD  DORA,Jefferson County,AL,350622138
49696,5102  HOLLIS GOODWIN RD  DORA,Jefferson County,AL,350622139
49697,7698  HIGHWAY 78   DORA,Jefferson County,AL,350622190
49698,5046  CRESVIEW PL  DORA,Jefferson County,AL,350622210
49699,7916  CRESVIEW DR  DORA,Jefferson County,AL,350622274
49700,7500  CRESVIEW LN  DORA,Jefferson County,AL,350622278
49701,7509  CRESVIEW LN  DORA,Jefferson County,AL,350622207
49702,5021  CRESVIEW PL  DORA,Jefferson County,AL,350622209
49703,7525  TURNER RD  DORA,Jefferson County,AL,35062
49704,7535  TURNER RD  DORA,Jefferson County,AL,350622170
49705,5492  MCCALEB TER  DORA,Jefferson County,AL,350622169
49706,5512  MCCALEB DR  DORA,Jefferson County,AL,350622125
49707,5540  MCCALEB DR  DORA,Jefferson County,AL,350622154
49708,5504  MCCALEB TER  DORA,Jefferson County,AL,350622168
49709,5501  MCCALEB TER  DORA,Jefferson County,AL,350622168
49710,5549  MCCALEB DR  DORA,Jefferson County,AL,35062
49711,7200  BETHEL RD  DORA,Jefferson County,AL,350622224
49712,7210  SELLERS RD  DORA,Jefferson County,AL,35062
49713,7446  CRESVIEW LN  DORA,Jefferson County,AL,350622292
49714,7496  CRESVIEW LN  DORA,Jefferson County,AL,350622292
49715,7339  MILL CREEK DR  DORA,Jefferson County,AL,350622244
49716,7347  MILL CREEK DR  DORA,Jefferson County,AL,350622244
49717,7363  MILL CREEK DR  DORA,Jefferson County,AL,350622275
49718,7371  MILL CREEK DR  DORA,Jefferson County,AL,350622275
49719,7151  DOC OWENS RD  DORA,Jefferson County,AL,350622241
49720,8480  OLD BAGLEY RD  DORA,Jefferson County,AL,35062
49721,8410  BAGLEY RD  DORA,Jefferson County,AL,350621904
49722,4502  KNIGHT LN  DORA,Jefferson County,AL,350621901
49723,4617  MEADOW LN  DORA,Jefferson County,AL,350621921
49724,4733  MEADOW CIR  DORA,Jefferson County,AL,350621923
49725,4664  MEADOW LN  DORA,Jefferson County,AL,350621921
49726,4648  MEADOW LN  DORA,Jefferson County,AL,35062
49727,4905  MICHAEL DR  DORA,Jefferson County,AL,350621558
49728,4921  MICHAEL DR  DORA,Jefferson County,AL,350621558
49729,8247  BAGLEY RD  DORA,Jefferson County,AL,35062
49730,4674  JIM GOGGANS RD  DORA,Jefferson County,AL,350621932
49731,8181  JOHN GOGGINS RD  DORA,Jefferson County,AL,350621803
49732,8050  JOHN GOGGINS RD  DORA,Jefferson County,AL,350621802
49733,8004  BAGLEY RD  DORA,Jefferson County,AL,350621930
49734,8015  BAGLEY RD  DORA,Jefferson County,AL,350621930
49735,4276  BUTLER TANNER RD  DORA,Jefferson County,AL,350621905
49736,8388  TATE MILL RD  DORA,Jefferson County,AL,35062
49737,4159  HUMBER RD  DORA,Jefferson County,AL,350622016
49738,4750  WARRIOR JASPER RD  DORA,Jefferson County,AL,350622032
49739,4784  WARRIOR JASPER RD  DORA,Jefferson County,AL,35062
49740,4425  EDITH AVE  DORA,Jefferson County,AL,350621948
49741,4409  EDITH AVE  DORA,Jefferson County,AL,350621948
49742,4405  EDITH AVE  DORA,Jefferson County,AL,350621948
49743,4410  EDITH AVE  DORA,Jefferson County,AL,350621948
49744,4426  EDITH AVE  DORA,Jefferson County,AL,350621948
49745,4759  WARRIOR JASPER RD  DORA,Jefferson County,AL,350622032
49746,8018  PINE CREST LN  DORA,Jefferson County,AL,350622043
49747,4937  WARRIOR JASPER RD  DORA,Jefferson County,AL,350622034
49748,8400  RIVER RD  WARRIOR,Jefferson County,AL,351803107
49749,5476  WARRIOR JASPER RD  DORA,Jefferson County,AL,35062
49750,7510  BANKHEAD HWY  DORA,Jefferson County,AL,350622001
49751,7506  BANKHEAD HWY  DORA,Jefferson County,AL,350622001
49752,7170  OLD JASPER HWY  DORA,Jefferson County,AL,350622309
49753,7190  OLD JASPER HWY  DORA,Jefferson County,AL,350622309
49754,7188  BANKHEAD HWY  DORA,Jefferson County,AL,350622318
49755,7220  PINE LAKE DR  DORA,Jefferson County,AL,350622124
49756,7071  BANKHEAD HWY  DORA,Jefferson County,AL,350622303
49757,7109  OLD JASPER HWY  DORA,Jefferson County,AL,35062
49758,4401  NORRIS RD  SAYRE,Jefferson County,AL,35062
49759,4512  BRENTS CUT OFF RD  DORA,Jefferson County,AL,35062
49760,4574  OAK TREE RD  GRAYSVILLE,Jefferson County,AL,35073
49761,4529  OAK TREE RD  GRAYSVILLE,Jefferson County,AL,350739639
49762,6301  OLD HIGHWAY 78   GRAYSVILLE,Jefferson County,AL,350739636
49763,4985  LITTLETON SAYRE RD  GRAYSVILLE,Jefferson County,AL,350739661
49764,6275  OLD JASPER HWY  GRAYSVILLE,Jefferson County,AL,35073
49765,8805  TIMBER TRL  KIMBERLY,Jefferson County,AL,350912517
49766,8705  TIMBER LN  KIMBERLY,Jefferson County,AL,350912519
49767,8709  TIMBER LN  KIMBERLY,Jefferson County,AL,350912519
49768,8923  PINE TRL  KIMBERLY,Jefferson County,AL,350912514
49769,8924  PINE TRL  KIMBERLY,Jefferson County,AL,350912515
49770,8973  STOUTS RD  KIMBERLY,Jefferson County,AL,350912402
49771,8881  STOUTS RD  KIMBERLY,Jefferson County,AL,350912506
49772,571  KIMBERLY CUT OFF RD  MORRIS,Jefferson County,AL,35116
49773,8723  AZALEA LN  MORRIS,Jefferson County,AL,351162201
49774,8715  STROUP LN  MORRIS,Jefferson County,AL,351161025
49775,8870  HIGHWAY 31  N KIMBERLY,Jefferson County,AL,35091
49776,529  HERON DR  KIMBERLY,Jefferson County,AL,350912613
49777,8770  OLD HIGHWAY 31   KIMBERLY,Jefferson County,AL,350912616
49778,473  BAILEY LOOP RD  GARDENDALE,Jefferson County,AL,350713229
49779,9000  PRITCHETT RD  GARDENDALE,Jefferson County,AL,35071
49780,519  OLD SARDIS TRL  GARDENDALE,Jefferson County,AL,350713267
49781,508  OLD SARDIS TRL  GARDENDALE,Jefferson County,AL,350713266
49782,8801  DEERBROOK CIR  GARDENDALE,Jefferson County,AL,350713238
49783,8808  DEERBROOK CIR  GARDENDALE,Jefferson County,AL,350713237
49784,441  SPRADLING RD  GARDENDALE,Jefferson County,AL,350713252
49785,861  SARDIS RD  GARDENDALE,Jefferson County,AL,35071
49786,551  MAYFIELD LOOP  GARDENDALE,Jefferson County,AL,35071
49787,8601  ROCKY BRANCH RD  GARDENDALE,Jefferson County,AL,350713268
49788,8500  HIDDEN CREEK DR  GARDENDALE,Jefferson County,AL,350713232
49789,8512  HIDDEN CREEK DR  GARDENDALE,Jefferson County,AL,350713232
49790,766  HIDDEN RIDGE DR  GARDENDALE,Jefferson County,AL,35071
49791,8542  HIDDEN CREEK DR  GARDENDALE,Jefferson County,AL,350713232
49792,1178  SARDIS RD  GARDENDALE,Jefferson County,AL,350713211
49793,8721  SHARIT DAIRY RD  GARDENDALE,Jefferson County,AL,350714800
49794,8884  SHARIT DAIRY RD  GARDENDALE,Jefferson County,AL,350713253
49795,1543  MCGAUGHY RD  GARDENDALE,Jefferson County,AL,350713155
49796,1273  SARDIS RD  GARDENDALE,Jefferson County,AL,350713130
49797,1332  SARDIS RD  GARDENDALE,Jefferson County,AL,350713131
49798,1392  SARDIS RD  GARDENDALE,Jefferson County,AL,350713131
49799,8201  SHARIT DAIRY RD  GARDENDALE,Jefferson County,AL,350713174
49800,1205  HONEYSUCKLE WAY  GARDENDALE,Jefferson County,AL,35071
49801,1218  HONEYSUCKLE WAY  GARDENDALE,Jefferson County,AL,350713263
49802,8110  SHARIT DAIRY RD  GARDENDALE,Jefferson County,AL,350713173
49803,701  DOSS HOLLOW RD  GARDENDALE,Jefferson County,AL,35071
49804,8016  RIVER BEND RD  MORRIS,Jefferson County,AL,351161263
49805,817  THOMAS DR  MOUNT OLIVE,Jefferson County,AL,351173834
49806,6193  GRAHAM RD  MOUNT OLIVE,Jefferson County,AL,351173862
49807,948  GRAHAM LN  MOUNT OLIVE,Jefferson County,AL,351173836
49808,932  GRAHAM LN  MOUNT OLIVE,Jefferson County,AL,351173836
49809,950  ROBIN DR  MOUNT OLIVE,Jefferson County,AL,351173832
49810,980  ROBIN DR  MOUNT OLIVE,Jefferson County,AL,351173832
49811,990  ROBIN DR  MOUNT OLIVE,Jefferson County,AL,351173832
49812,6126  GRAHAM RD  MOUNT OLIVE,Jefferson County,AL,351173861
49813,6000  TOMMY TOWN RD  MOUNT OLIVE,Jefferson County,AL,351173823
49814,805  AVERY LN  MOUNT OLIVE,Jefferson County,AL,351173852
49815,801  AVERY LN  MOUNT OLIVE,Jefferson County,AL,351173852
49816,6145  OAK SUMMIT LN  GARDENDALE,Jefferson County,AL,350712987
49817,6495  GLEN FOREST DR  GARDENDALE,Jefferson County,AL,35071
49818,6425 N HILLS CIR  GARDENDALE,Jefferson County,AL,350712065
49819,6421 N HILLS CIR  GARDENDALE,Jefferson County,AL,350712065
49820,6400 N HILLS CIR  GARDENDALE,Jefferson County,AL,350712064
49821,6432 N HILLS CIR  GARDENDALE,Jefferson County,AL,350712064
49822,6443  GLEN FOREST DR  GARDENDALE,Jefferson County,AL,35071
49823,6455  GLEN FOREST DR  GARDENDALE,Jefferson County,AL,350711701
49824,6345  MOUNTAINVIEW CIR  GARDENDALE,Jefferson County,AL,350712019
49825,6302  MOUNTAINVIEW CIR  GARDENDALE,Jefferson County,AL,350712088
49826,700  BEASLEY RD  GARDENDALE,Jefferson County,AL,350712073
49827,560  BEASLEY RD  GARDENDALE,Jefferson County,AL,350712045
49828,575  BEASLEY RD  GARDENDALE,Jefferson County,AL,350712063
49829,6205  BATCHELOR CIR  GARDENDALE,Jefferson County,AL,350712268
49830,513  BEASLEY RD  GARDENDALE,Jefferson County,AL,350712063
49831,5921  WILLIAM O LN  GARDENDALE,Jefferson County,AL,350712241
49832,437  BEASLEY RD  GARDENDALE,Jefferson County,AL,350712099
49833,2600  LINDA CIR  GARDENDALE,Jefferson County,AL,350712070
49834,301  LEIGH CIR  GARDENDALE,Jefferson County,AL,350712097
49835,255  BEASLEY RD  GARDENDALE,Jefferson County,AL,350712015
49836,2408  JOSEPH CIR  GARDENDALE,Jefferson County,AL,350714702
49837,2490  NORTH RD  GARDENDALE,Jefferson County,AL,350712246
49838,2462  NORTH RD  GARDENDALE,Jefferson County,AL,350712246
49839,2320 N VILLAGE LN  GARDENDALE,Jefferson County,AL,350712203
49840,85  REBECCA DR  GARDENDALE,Jefferson County,AL,35071
49841,92 N VILLAGE DR  GARDENDALE,Jefferson County,AL,350714706
49842,2308 N VILLAGE LN  GARDENDALE,Jefferson County,AL,350712203
49843,120 N VILLAGE DR  GARDENDALE,Jefferson County,AL,350714729
49844,2542  FERGUSON RD  GARDENDALE,Jefferson County,AL,35071
49845,2455  DECATUR HWY  GARDENDALE,Jefferson County,AL,350712336
49846,150  SYLVIA DR  GARDENDALE,Jefferson County,AL,350712105
49847,774  GLENN CHAPEL RD  GARDENDALE,Jefferson County,AL,350712130
49848,6398  GLENVIEW CIR  GARDENDALE,Jefferson County,AL,350712111
49849,6389  GLENVIEW CIR  GARDENDALE,Jefferson County,AL,350712111
49850,6261  SPRING HOLLOW RD  GARDENDALE,Jefferson County,AL,350712158
49851,6258  SPRING HOLLOW RD  GARDENDALE,Jefferson County,AL,350712113
49852,6298  GLENVIEW DR  GARDENDALE,Jefferson County,AL,350712145
49853,918  BROOKVIEW CIR  GARDENDALE,Jefferson County,AL,350712100
49854,912  BROOKVIEW CIR  GARDENDALE,Jefferson County,AL,350712100
49855,6335  GLENVIEW DR  GARDENDALE,Jefferson County,AL,350712155
49856,2650  SNOW ROGERS RD  GARDENDALE,Jefferson County,AL,350712107
49857,336  GLENN CHAPEL RD  GARDENDALE,Jefferson County,AL,350712126
49858,612  GLENN CHAPEL RD  GARDENDALE,Jefferson County,AL,350712129
49859,6401  WILLOW RIDGE CIR  GARDENDALE,Jefferson County,AL,350712162
49860,8812  SOMERSET NORTH BLVD  MORRIS,Jefferson County,AL,351162501
49861,8947  TAUNTON PL  MORRIS,Jefferson County,AL,35116
49862,1131  HICKORY DR  MORRIS,Jefferson County,AL,351161004
49863,850  KIMBERLY CUT OFF RD  MORRIS,Jefferson County,AL,351162216
49864,1123  MORRIS MAJESTIC RD  MORRIS,Jefferson County,AL,351161833
49865,1180  MORRIS MAJESTIC RD  MORRIS,Jefferson County,AL,351161832
49866,1186  MORRIS MAJESTIC RD  MORRIS,Jefferson County,AL,351161832
49867,775  KIMBERLY CUT OFF RD  MORRIS,Jefferson County,AL,35116
49868,818  JACKSON TRACE CIR  MORRIS,Jefferson County,AL,351161863
49869,814  JACKSON TRACE CIR  MORRIS,Jefferson County,AL,351161863
49870,801  JACKSON TRACE CIR  MORRIS,Jefferson County,AL,351161864
49871,1271  SUGAR RIDGE RD  MORRIS,Jefferson County,AL,351161824
49872,8377  MULVEHILL RD  MORRIS,Jefferson County,AL,351161728
49873,8312  MULVEHILL RD  MORRIS,Jefferson County,AL,351161727
49874,1001  MORRIS MAJESTIC RD  MORRIS,Jefferson County,AL,351161846
49875,8121  MULVEHILL RD  MORRIS,Jefferson County,AL,35116
49876,8400  CANTEBURY DR  MORRIS,Jefferson County,AL,351161836
49877,1264  HIGHLAND PKWY  MORRIS,Jefferson County,AL,351161837
49878,1205  HIGHLAND PKWY  MORRIS,Jefferson County,AL,351161838
49879,1210  HIGHLAND PKWY  MORRIS,Jefferson County,AL,351161837
49880,1300  STRATFORD CT  MORRIS,Jefferson County,AL,351161856
49881,1110  HAMPTON DR  MORRIS,Jefferson County,AL,351161828
49882,1120  HAMPTON DR  MORRIS,Jefferson County,AL,351161828
49883,1121  HAMPTON DR  MORRIS,Jefferson County,AL,351161860
49884,1117  HAMPTON DR  MORRIS,Jefferson County,AL,351161860
49885,7975  OVERBROOK PKWY  MORRIS,Jefferson County,AL,351161770
49886,8008  OVERBROOK PKWY  MORRIS,Jefferson County,AL,351161759
49887,8032  OVERBROOK PKWY  MORRIS,Jefferson County,AL,351161759
