,street,county,state,zip
59438,312  LEXINGTON ST  BIRMINGHAM,Jefferson County,AL,352241734
59439,317  OREGON ST  BIRMINGHAM,Jefferson County,AL,352241930
59440,308  NEVADA ST  BIRMINGHAM,Jefferson County,AL,352241925
59441,324  OREGON ST  BIRMINGHAM,Jefferson County,AL,352241931
59442,400  NEVADA ST  BIRMINGHAM,Jefferson County,AL,352241927
59443,413  OREGON ST  BIRMINGHAM,Jefferson County,AL,352241932
59444,405  NEVADA ST  BIRMINGHAM,Jefferson County,AL,352241926
59445,416  MEMPHIS ST  BIRMINGHAM,Jefferson County,AL,352241921
59446,408  MEMPHIS ST  BIRMINGHAM,Jefferson County,AL,352241921
59447,4818  5TH AVE  BIRMINGHAM,Jefferson County,AL,352241904
59448,229  NEWARK CIR  BIRMINGHAM,Jefferson County,AL,352241400
59449,324  NEWARK ST  BIRMINGHAM,Jefferson County,AL,35224
59450,2941  SUMMIT DR  FULTONDALE,Jefferson County,AL,350686022
59451,2973  SUMMIT DR  FULTONDALE,Jefferson County,AL,350686022
59452,2981  SUMMIT DR  FULTONDALE,Jefferson County,AL,350686022
59453,422  SUMMIT WAY  FULTONDALE,Jefferson County,AL,350686028
59454,418  SUMMIT WAY  FULTONDALE,Jefferson County,AL,350686028
59455,3206  CHAPEL HILLS PKWY  FULTONDALE,Jefferson County,AL,350686065
59456,2669  COALBURG RD  BIRMINGHAM,Jefferson County,AL,35068
59457,725  SLEEPY HOLLOW DR  BIRMINGHAM,Jefferson County,AL,352141466
59458,2224  LEDGEWOOD CIR  BIRMINGHAM,Jefferson County,AL,352141462
59459,2244  LEDGEWOOD CIR  BIRMINGHAM,Jefferson County,AL,352141462
59460,716  SLEEPY HOLLOW DR  BIRMINGHAM,Jefferson County,AL,352141450
59461,749  SLEEPY HOLLOW DR  BIRMINGHAM,Jefferson County,AL,352141466
59462,2252  LEDGEWOOD LN  BIRMINGHAM,Jefferson County,AL,352141471
59463,413  WADSWORTH DR  BIRMINGHAM,Jefferson County,AL,352141427
59464,2221  CEDAR CREST DR  BIRMINGHAM,Jefferson County,AL,352141464
59465,2217  CEDAR CREST DR  BIRMINGHAM,Jefferson County,AL,352141464
59466,2501  FOREST HILL DR  BIRMINGHAM,Jefferson County,AL,352141307
59467,2437  FOREST HILL DR  BIRMINGHAM,Jefferson County,AL,352141305
59468,2100  ROBERTA RD  BIRMINGHAM,Jefferson County,AL,352141708
59469,2108  ROBERTA RD  BIRMINGHAM,Jefferson County,AL,352141708
59470,2260  CEDAR CREST DR  BIRMINGHAM,Jefferson County,AL,352141402
59471,604  ROBERTA CIR  BIRMINGHAM,Jefferson County,AL,352141408
59472,608  ROBERTA CIR  BIRMINGHAM,Jefferson County,AL,352141408
59473,624  ROBERTA CIR  BIRMINGHAM,Jefferson County,AL,352141408
59474,639  LORETTA DR  FORESTDALE,Jefferson County,AL,352141472
59475,619  LORETTA DR  BIRMINGHAM,Jefferson County,AL,352141405
59476,2237  ROBERTA RD  BIRMINGHAM,Jefferson County,AL,352141411
59477,19  SPRING ST  MOUNTAIN BRK,Jefferson County,AL,352133019
59478,8  PEACHTREE ST  MOUNTAIN BRK,Jefferson County,AL,352133018
59479,20  PEACHTREE ST  MOUNTAIN BRK,Jefferson County,AL,352133018
59480,22  PEACHTREE ST  MOUNTAIN BRK,Jefferson County,AL,352133018
59481,26  PEACHTREE ST  MOUNTAIN BRK,Jefferson County,AL,352133018
59482,417  DEXTER AVE  MOUNTAIN BRK,Jefferson County,AL,352133003
59483,401  DEXTER AVE  MOUNTAIN BRK,Jefferson County,AL,352133003
59484,14  SPRING ST  MOUNTAIN BRK,Jefferson County,AL,352133020
59485,20  SPRING ST  MOUNTAIN BRK,Jefferson County,AL,352133020
59486,28  SPRING ST  MOUNTAIN BRK,Jefferson County,AL,352133020
59487,4460  MOUNTAINDALE RD  BIRMINGHAM,Jefferson County,AL,352131619
59488,4412  MONTEVALLO RD  MOUNTAIN BRK,Jefferson County,AL,352131510
59489,4420  MONTEVALLO RD  MOUNTAIN BRK,Jefferson County,AL,352131510
59490,1226  CONCORD AVE  BIRMINGHAM,Jefferson County,AL,352132141
59491,1203  GLADSTONE AVE  BIRMINGHAM,Jefferson County,AL,352131424
59492,1204  CONCORD AVE  BIRMINGHAM,Jefferson County,AL,352132121
59493,622  HOADLEY DR  BIRMINGHAM,Jefferson County,AL,352131508
59494,1217  CONCORD AVE  BIRMINGHAM,Jefferson County,AL,352132120
59495,1213  CONCORD AVE  BIRMINGHAM,Jefferson County,AL,352132120
59496,1208  BROWNING AVE  BIRMINGHAM,Jefferson County,AL,352132119
59497,1230  REGAL AVE  BIRMINGHAM,Jefferson County,AL,352132143
59498,616  HOADLEY DR  BIRMINGHAM,Jefferson County,AL,352131508
59499,620  HOADLEY DR  BIRMINGHAM,Jefferson County,AL,352131508
59500,1215  BROWNING AVE  BIRMINGHAM,Jefferson County,AL,352132118
59501,1203  BROWNING AVE  BIRMINGHAM,Jefferson County,AL,352132118
59502,1202  REGAL AVE  BIRMINGHAM,Jefferson County,AL,352132128
59503,1204  REGAL AVE  BIRMINGHAM,Jefferson County,AL,352132128
59504,605  BIENVILLE LN  BIRMINGHAM,Jefferson County,AL,352132013
59505,612  BIENVILLE CIR  BIRMINGHAM,Jefferson County,AL,352132008
59506,612  HAGOOD ST  BIRMINGHAM,Jefferson County,AL,352132138
59507,616  HAGOOD ST  BIRMINGHAM,Jefferson County,AL,352132138
59508,506  BAKER DR  BIRMINGHAM,Jefferson County,AL,352132104
59509,503  BAKER DR  BIRMINGHAM,Jefferson County,AL,352132103
59510,1107  MONARCH AVE  BIRMINGHAM,Jefferson County,AL,352132108
59511,1103  MONARCH AVE  BIRMINGHAM,Jefferson County,AL,352132108
59512,407  HAGOOD ST  BIRMINGHAM,Jefferson County,AL,352132620
59513,1120  KINGSBURY AVE  BIRMINGHAM,Jefferson County,AL,352132632
59514,1124  KINGSBURY AVE  BIRMINGHAM,Jefferson County,AL,352132632
59515,225  BEECH ST  MOUNTAIN BRK,Jefferson County,AL,352132019
59516,107  FOX HALL RD  MOUNTAIN BRK,Jefferson County,AL,352132663
59517,202  FOX HALL RD  MOUNTAIN BRK,Jefferson County,AL,352132672
59518,207  FOX HALL RD  MOUNTAIN BRK,Jefferson County,AL,352132667
59519,901  SIMS AVE  MOUNTAIN BRK,Jefferson County,AL,352132622
59520,904  EUCLID AVE  MOUNTAIN BRK,Jefferson County,AL,352132606
59521,904  SIMS AVE  BIRMINGHAM,Jefferson County,AL,352132674
59522,904  SIMS AVE  BIRMINGHAM,Jefferson County,AL,352132674
59523,906  EUCLID AVE  MOUNTAIN BRK,Jefferson County,AL,352132657
59524,949  BEECH LN  MOUNTAIN BRK,Jefferson County,AL,352132003
59525,207  HAGOOD ST  BIRMINGHAM,Jefferson County,AL,352132616
59526,1117  KINGSBURY AVE  BIRMINGHAM,Jefferson County,AL,352132633
59527,1102  SIMS AVE  BIRMINGHAM,Jefferson County,AL,352132627
59528,1009  SIMS AVE  MOUNTAIN BRK,Jefferson County,AL,352132624
59529,1003  SIMS AVE  MOUNTAIN BRK,Jefferson County,AL,352132624
59530,1010  EUCLID AVE  MOUNTAIN BRK,Jefferson County,AL,352132608
59531,4341  KENNESAW DR  MOUNTAIN BRK,Jefferson County,AL,352133340
59532,420  ROSEWOOD ST  IRONDALE,Jefferson County,AL,352103119
59533,416  ROSEWOOD ST  IRONDALE,Jefferson County,AL,352103119
59534,420  REDWOOD ST  IRONDALE,Jefferson County,AL,352103113
59535,416  REDWOOD ST  IRONDALE,Jefferson County,AL,352103113
59536,4409  MOUNTAINDALE RD  BIRMINGHAM,Jefferson County,AL,352131607
59537,4244  SHILOH DR  MOUNTAIN BRK,Jefferson County,AL,352132216
59538,4318  LITTLE RIVER RD  MOUNTAIN BRK,Jefferson County,AL,352132304
59539,4324  LITTLE RIVER RD  MOUNTAIN BRK,Jefferson County,AL,352132304
59540,4261  SHARPSBURG DR  MOUNTAIN BRK,Jefferson County,AL,352132207
59541,4236  HARPERS FERRY CIR  MOUNTAIN BRK,Jefferson County,AL,352132223
59542,4322  WILDERNESS RD  MOUNTAIN BRK,Jefferson County,AL,352132212
59543,4365  WILDERNESS CT  MOUNTAIN BRK,Jefferson County,AL,352132209
59544,4347  WILDERNESS CT  MOUNTAIN BRK,Jefferson County,AL,352132209
59545,4331  LITTLE RIVER RD  MOUNTAIN BRK,Jefferson County,AL,352132303
59546,4357  LITTLE RIVER RD  MOUNTAIN BRK,Jefferson County,AL,352132303
59547,15  CROSS CREEK DR  MOUNTAIN BRK,Jefferson County,AL,352132318
59548,23  CROSS CREEK DR  MOUNTAIN BRK,Jefferson County,AL,352132318
59549,25  CROSS CREEK DR  MOUNTAIN BRK,Jefferson County,AL,352132318
59550,24  CROSS CREEK DR  MOUNTAIN BRK,Jefferson County,AL,352132319
59551,16  CROSS CREEK DR  MOUNTAIN BRK,Jefferson County,AL,352132319
59552,49  CROSS CREEK DR W MOUNTAIN BRK,Jefferson County,AL,352132324
59553,35  CROSS CREEK DR W MOUNTAIN BRK,Jefferson County,AL,352132323
59554,63  CROSS CREEK DR E MOUNTAIN BRK,Jefferson County,AL,352132326
59555,62  CROSS CREEK DR E MOUNTAIN BRK,Jefferson County,AL,352132325
59556,72  CROSS CREEK DR E MOUNTAIN BRK,Jefferson County,AL,352132325
59557,4233  WILDERNESS RD  MOUNTAIN BRK,Jefferson County,AL,352133315
59558,4225  WILDERNESS RD  MOUNTAIN BRK,Jefferson County,AL,352133315
59559,4322  KENNESAW DR  MOUNTAIN BRK,Jefferson County,AL,352133312
59560,4327  KENNESAW DR  MOUNTAIN BRK,Jefferson County,AL,352133311
59561,4319  KENNESAW DR  MOUNTAIN BRK,Jefferson County,AL,352133311
59562,4304  FAIR OAKS DR  MOUNTAIN BRK,Jefferson County,AL,352133306
59563,4165  KENNESAW DR  MOUNTAIN BRK,Jefferson County,AL,352133225
59564,4208  STONE RIVER CIR  MOUNTAIN BRK,Jefferson County,AL,352133316
59565,4213  STONE RIVER CIR  MOUNTAIN BRK,Jefferson County,AL,352133316
59566,4241  OLD LEEDS LN  MOUNTAIN BRK,Jefferson County,AL,352133313
59567,4200  KENNESAW DR  MOUNTAIN BRK,Jefferson County,AL,352133310
59568,4208  KENNESAW DR  MOUNTAIN BRK,Jefferson County,AL,352133310
59569,4245  HARPERS FERRY RD  MOUNTAIN BRK,Jefferson County,AL,352132214
59570,4245  HARPERS FERRY RD  MOUNTAIN BRK,Jefferson County,AL,352132214
59571,4221  HARPERS FERRY RD  MOUNTAIN BRK,Jefferson County,AL,352132205
59572,4300  OLD LEEDS RD  MOUNTAIN BRK,Jefferson County,AL,352133214
59573,3672  BROOKWOOD RD  MOUNTAIN BRK,Jefferson County,AL,352231577
59574,3712  BROOKWOOD RD  MOUNTAIN BRK,Jefferson County,AL,35223
59575,3804  FARRINGTON CIR  BIRMINGHAM,Jefferson County,AL,352231549
59576,3210  STONINGHAM DR  BIRMINGHAM,Jefferson County,AL,352231551
59577,3741  BROOKWOOD RD  MOUNTAIN BRK,Jefferson County,AL,352231538
59578,3530  GRAND ROCK CIR  MOUNTAIN BRK,Jefferson County,AL,352231649
59579,3520  WYNWOOD DR  BIRMINGHAM,Jefferson County,AL,352103048
59580,3524  WYNWOOD DR  BIRMINGHAM,Jefferson County,AL,352103026
59581,3517  WYNWOOD DR  BIRMINGHAM,Jefferson County,AL,352103013
59582,3513  WYNWOOD DR  BIRMINGHAM,Jefferson County,AL,352103013
59583,3505  WYNWOOD DR  BIRMINGHAM,Jefferson County,AL,352103013
59584,5025  WENDOVER DR  MOUNTAIN BRK,Jefferson County,AL,352231631
59585,3536  WYNWOOD DR  BIRMINGHAM,Jefferson County,AL,352103026
59586,4946  STONE MILL RD  MOUNTAIN BRK,Jefferson County,AL,352231640
59587,4937  STONE MILL RD  MOUNTAIN BRK,Jefferson County,AL,352231629
59588,4925  STONE MILL RD  MOUNTAIN BRK,Jefferson County,AL,352231629
59589,4911  STONE MILL RD  MOUNTAIN BRK,Jefferson County,AL,352231629
59590,4968  SPRING ROCK RD  MOUNTAIN BRK,Jefferson County,AL,352231626
59591,4971  SPRING ROCK RD  MOUNTAIN BRK,Jefferson County,AL,352231642
59592,4913  BRANCH MILL CIR  MOUNTAIN BRK,Jefferson County,AL,352231605
59593,3500  BRANCH MILL RD  MOUNTAIN BRK,Jefferson County,AL,352231608
59594,3508  ROCK CREEK TRL  MOUNTAIN BRK,Jefferson County,AL,352231624
59595,3516  ROCK CREEK TRL  MOUNTAIN BRK,Jefferson County,AL,352231624
59596,4941  COLD HARBOR DR  MOUNTAIN BRK,Jefferson County,AL,35223
59597,3520  BRANCH MILL RD  MOUNTAIN BRK,Jefferson County,AL,352231608
59598,4912  BRANDYWOOD DR  MOUNTAIN BRK,Jefferson County,AL,352231646
59599,4992  SPRING ROCK RD  MOUNTAIN BRK,Jefferson County,AL,352231664
59600,4917  BRANDYWOOD CIR  MOUNTAIN BRK,Jefferson County,AL,352231644
59601,4632  ROUND FOREST DR  MOUNTAIN BRK,Jefferson County,AL,352131829
59602,4601  PINE MOUNTAIN RD  MOUNTAIN BRK,Jefferson County,AL,352131833
59603,4631  BATTERY LN  MOUNTAIN BRK,Jefferson County,AL,35213
59604,4806  OLD LEEDS RD  MOUNTAIN BRK,Jefferson County,AL,352131806
59605,4812  OLD LEEDS RD  MOUNTAIN BRK,Jefferson County,AL,352131806
59606,4629  ROUND FOREST DR  MOUNTAIN BRK,Jefferson County,AL,352131831
59607,4628  PINE MOUNTAIN RD  MOUNTAIN BRK,Jefferson County,AL,352131835
59608,4433  FREDERICKSBURG DR  MOUNTAIN BRK,Jefferson County,AL,352131837
59609,4604  PINE MOUNTAIN RD  MOUNTAIN BRK,Jefferson County,AL,352131835
59610,4829  OLD LEEDS RD  MOUNTAIN BRK,Jefferson County,AL,352131805
59611,4800  MILL SPRINGS CIR  MOUNTAIN BRK,Jefferson County,AL,352231681
59612,4831  MILL SPRINGS CIR  MOUNTAIN BRK,Jefferson County,AL,352231682
59613,4711  OLD LEEDS RD  BIRMINGHAM,Jefferson County,AL,352131803
59614,4731  OLD LEEDS RD  BIRMINGHAM,Jefferson County,AL,352131803
59615,3574  MILL SPRINGS RD  MOUNTAIN BRK,Jefferson County,AL,352231680
59616,4736  QUARTER STAFF RD  MOUNTAIN BRK,Jefferson County,AL,352231622
59617,3556  GREAT OAK LN  BIRMINGHAM,Jefferson County,AL,352231660
59618,3560  GREAT OAK LN  BIRMINGHAM,Jefferson County,AL,352231660
59619,3568  GREAT OAK LN  BIRMINGHAM,Jefferson County,AL,352231660
59620,4713  NOTTINGHAM LN  BIRMINGHAM,Jefferson County,AL,352231633
59621,4712  NOTTINGHAM LN  BIRMINGHAM,Jefferson County,AL,352231634
59622,3571  MILL SPRINGS RD  MOUNTAIN BRK,Jefferson County,AL,35223
59623,3579  MILL SPRINGS RD  MOUNTAIN BRK,Jefferson County,AL,352231638
59624,4909  NOTTINGHAM LN  BIRMINGHAM,Jefferson County,AL,352231619
59625,4913  NOTTINGHAM LN  BIRMINGHAM,Jefferson County,AL,352231619
59626,4933  NOTTINGHAM LN  BIRMINGHAM,Jefferson County,AL,352231619
59627,3513  GREAT OAK LN  BIRMINGHAM,Jefferson County,AL,352231613
59628,3505  GREAT OAK LN  BIRMINGHAM,Jefferson County,AL,352231613
59629,3543  MILL SPRINGS RD  MOUNTAIN BRK,Jefferson County,AL,352231637
59630,3563  MILL SPRINGS RD  MOUNTAIN BRK,Jefferson County,AL,352231654
59631,3517  GREAT OAK LN  BIRMINGHAM,Jefferson County,AL,352231661
59632,3533  GREAT OAK LN  BIRMINGHAM,Jefferson County,AL,352231661
59633,4944  NOTTINGHAM LN  BIRMINGHAM,Jefferson County,AL,352231620
59634,4940  NOTTINGHAM LN  BIRMINGHAM,Jefferson County,AL,352231620
59635,4743  QUARTER STAFF RD  BIRMINGHAM,Jefferson County,AL,352231668
59636,4739  NOTTINGHAM LN  BIRMINGHAM,Jefferson County,AL,352231694
59637,3744  ROCK BROOK LN  MOUNTAIN BRK,Jefferson County,AL,352231699
59638,3924  ROCK CREEK DR  MOUNTAIN BRK,Jefferson County,AL,352231695
59639,440  RAVINE RD  IRONDALE,Jefferson County,AL,352103530
59640,486  RAVINE RD  BIRMINGHAM,Jefferson County,AL,352103530
59641,455  RAVINE RD  BIRMINGHAM,Jefferson County,AL,352103531
59642,4870  OVERTON RD  BIRMINGHAM,Jefferson County,AL,352103805
59643,6262  DEER RIDGE TRL  TRUSSVILLE,Jefferson County,AL,351732466
59644,6363  HUNTERS CREEK DR  TRUSSVILLE,Jefferson County,AL,351732409
59645,6347  HUNTERS CREEK DR  TRUSSVILLE,Jefferson County,AL,351732409
59646,6343  HUNTERS CREEK DR  TRUSSVILLE,Jefferson County,AL,351732409
59647,2800  FLOYD BRADFORD RD  TRUSSVILLE,Jefferson County,AL,351733180
59648,6425  MOUNTAIN RIDGE RD  TRUSSVILLE,Jefferson County,AL,351735135
59649,6405  MOUNTAIN RIDGE RD  TRUSSVILLE,Jefferson County,AL,351735135
59650,2840  RIDGE PKWY  TRUSSVILLE,Jefferson County,AL,351735138
59651,2810  RIDGE PKWY  TRUSSVILLE,Jefferson County,AL,351735137
59652,6206  MOUNTAIN CT  TRUSSVILLE,Jefferson County,AL,351735115
59653,6250  MOUNTAIN CT  TRUSSVILLE,Jefferson County,AL,351735115
59654,6209  MOUNTAIN CT  TRUSSVILLE,Jefferson County,AL,351735114
59655,2958  PRONGHORN CIR  TRUSSVILLE,Jefferson County,AL,351731170
59656,2962  PRONGHORN CIR  TRUSSVILLE,Jefferson County,AL,351731170
59657,2970  PRONGHORN CIR  TRUSSVILLE,Jefferson County,AL,351731170
59658,2731  FLOYD BRADFORD RD  TRUSSVILLE,Jefferson County,AL,351732163
59659,2527  FLOYD BRADFORD RD  TRUSSVILLE,Jefferson County,AL,35173
59660,2545  FLOYD BRADFORD RD  TRUSSVILLE,Jefferson County,AL,35173
59661,501  BIRMINGHAM AVE  TRUSSVILLE,Jefferson County,AL,351731984
59662,529 ,Jefferson County,AL,351732311
59663,726 ,Jefferson County,AL,351732312
59664,760  ANNISTON AVE  TRUSSVILLE,Jefferson County,AL,351732330
59665,740  ANNISTON AVE  TRUSSVILLE,Jefferson County,AL,351732330
59666,2724  QUEENSTOWN RD  BIRMINGHAM,Jefferson County,AL,35210
59667,6023  RANSOM RD  BIRMINGHAM,Jefferson County,AL,35210
59668,2690  QUEENSTOWN RD  IRONDALE,Jefferson County,AL,352105428
59669,2687  QUEENSTOWN RD  BIRMINGHAM,Jefferson County,AL,35210
59670,5632  CLIFFORD CIR  BIRMINGHAM,Jefferson County,AL,35210
59671,5509  EASTCLIFF INDUSTRIAL BLVD  BIRMINGHAM,Jefferson County,AL,352105417
59672,5528  EASTCLIFF INDUSTRIAL LOOP  BIRMINGHAM,Jefferson County,AL,352105418
59673,5521  EASTCLIFF INDUSTRIAL BLVD  BIRMINGHAM,Jefferson County,AL,352105417
59674,4601  CENTRAL AVE  IRONDALE,Jefferson County,AL,35210
59675,5525  JOHNSON ST  BIRMINGHAM,Jefferson County,AL,352104464
59676,5578  MORGAN ST  BIRMINGHAM,Jefferson County,AL,352104474
59677,5612  CLIFFORD CIR  BIRMINGHAM,Jefferson County,AL,35210
59678,5628  CLIFFORD CIR  IRONDALE,Jefferson County,AL,352104453
59679,5636  CLIFFORD CIR  BIRMINGHAM,Jefferson County,AL,352104453
59680,5605  CLIFFORD CIR  BIRMINGHAM,Jefferson County,AL,352104453
59681,5740  LAKEVIEW DR  BIRMINGHAM,Jefferson County,AL,35210
59682,6664  RANSOM RD  BIRMINGHAM,Jefferson County,AL,352104487
59683,5496  OAK CREST RD  IRONDALE,Jefferson County,AL,352104476
59684,1148  NAVARRO LN  BIRMINGHAM,Jefferson County,AL,352353023
59685,321  PLAZA DR  BIRMINGHAM,Jefferson County,AL,352353043
59686,2590  CLAYTON ST  BIRMINGHAM,Jefferson County,AL,352104460
59687,2638  CLAYTON ST  IRONDALE,Jefferson County,AL,352104449
59688,2711 ,Jefferson County,AL,352104392
59689,948 ,Jefferson County,AL,352104301
59690,2610 ,Jefferson County,AL,35210
59691,2590 ,Jefferson County,AL,352103702
59692,405  IVEY DR  BIRMINGHAM,Jefferson County,AL,352353027
59693,932  NAVARRO LN  BIRMINGHAM,Jefferson County,AL,352353034
59694,324  SUNSET BLVD  BIRMINGHAM,Jefferson County,AL,352353054
59695,320 E VENTURA DR  BIRMINGHAM,Jefferson County,AL,352353066
59696,1021  NAVARRO LN  BIRMINGHAM,Jefferson County,AL,352353062
59697,300 E VENTURA DR  BIRMINGHAM,Jefferson County,AL,352353075
59698,321  SUNSET BLVD  BIRMINGHAM,Jefferson County,AL,352353053
59699,305  SUNSET BLVD  BIRMINGHAM,Jefferson County,AL,352353053
59700,209  SUNSET BLVD  BIRMINGHAM,Jefferson County,AL,352353051
59701,1052  GADSDEN HWY  BIRMINGHAM,Jefferson County,AL,352353114
59702,941  PARRISH LN  BIRMINGHAM,Jefferson County,AL,352353039
59703,1008  PARRISH CT  BIRMINGHAM,Jefferson County,AL,352353125
59704,951  PARRISH LN  BIRMINGHAM,Jefferson County,AL,35235
59705,852  WILLIAM DR  BIRMINGHAM,Jefferson County,AL,352353058
59706,856  WILLIAM DR  BIRMINGHAM,Jefferson County,AL,352353058
59707,853  WILLIAM DR  BIRMINGHAM,Jefferson County,AL,352353057
59708,804  GADSDEN HWY  BIRMINGHAM,Jefferson County,AL,352353016
59709,208  MURPHY DR  BIRMINGHAM,Jefferson County,AL,352353032
59710,869  BRAD DR  BIRMINGHAM,Jefferson County,AL,352353001
59711,845  BRAD DR  BIRMINGHAM,Jefferson County,AL,352353001
59712,213  MURPHY DR  BIRMINGHAM,Jefferson County,AL,352353031
59713,848  GADSDEN HWY  BIRMINGHAM,Jefferson County,AL,352353070
59714,725  GADSDEN HWY  BIRMINGHAM,Jefferson County,AL,352352540
59715,911  BARNISDALE RD  BIRMINGHAM,Jefferson County,AL,352352503
59716,917  BARNISDALE CIR  BIRMINGHAM,Jefferson County,AL,352352573
59717,1120  HOB HILL RD  BIRMINGHAM,Jefferson County,AL,352352516
59718,1147  HOB HILL RD  BIRMINGHAM,Jefferson County,AL,352352516
59719,1020  BARNISDALE RD  BIRMINGHAM,Jefferson County,AL,352352550
59720,1129  OUTWOODS CIR  BIRMINGHAM,Jefferson County,AL,352352557
59721,1100  BARNISDALE RD  BIRMINGHAM,Jefferson County,AL,352352554
59722,1116  OUTWOODS CIR  BIRMINGHAM,Jefferson County,AL,352352556
59723,1113  OUTWOODS CIR  BIRMINGHAM,Jefferson County,AL,352352557
59724,628  GADSDEN HWY  BIRMINGHAM,Jefferson County,AL,352352565
59725,1108  HOB HILL RD  BIRMINGHAM,Jefferson County,AL,352352517
59726,616  ROEBUCK FOREST DR  BIRMINGHAM,Jefferson County,AL,352061823
59727,713  LISA LN  BIRMINGHAM,Jefferson County,AL,352061807
59728,821  SUNDALE DR  BIRMINGHAM,Jefferson County,AL,352352329
59729,833  LIBBY CIR  BIRMINGHAM,Jefferson County,AL,352352310
59730,821  LIBBY CIR  BIRMINGHAM,Jefferson County,AL,352352310
59731,828  LIBBY LN  BIRMINGHAM,Jefferson County,AL,352352312
59732,816  LIBBY LN  BIRMINGHAM,Jefferson County,AL,352352312
59733,1105  JACQUE CIR  BIRMINGHAM,Jefferson County,AL,352352309
59734,1109  JACQUE CIR  BIRMINGHAM,Jefferson County,AL,352352309
59735,1124  JACQUE CIR  BIRMINGHAM,Jefferson County,AL,352352309
59736,1116  JACQUE CIR  BIRMINGHAM,Jefferson County,AL,352352309
59737,1112  JACQUE CIR  BIRMINGHAM,Jefferson County,AL,352352309
59738,713  SUNDALE DR  BIRMINGHAM,Jefferson County,AL,352352316
59739,629  SUNDALE DR  BIRMINGHAM,Jefferson County,AL,352352314
59740,524  FERNDALE RD  BIRMINGHAM,Jefferson County,AL,352352331
59741,625  FERNDALE CIR  BIRMINGHAM,Jefferson County,AL,352352303
59742,612  SUNDALE DR  BIRMINGHAM,Jefferson County,AL,352352315
59743,730  BISCAYNE DR  BIRMINGHAM,Jefferson County,AL,352061717
59744,701  CAROLYN CT  BIRMINGHAM,Jefferson County,AL,352061724
59745,716  CAROLYN CT  BIRMINGHAM,Jefferson County,AL,352061723
59746,727  HIGHLAND AVE  BIRMINGHAM,Jefferson County,AL,352061740
59747,761  HIGHLAND AVE  BIRMINGHAM,Jefferson County,AL,352061740
59748,552  VALLEY DR  BIRMINGHAM,Jefferson County,AL,352061829
59749,508  REDBUD DR  BIRMINGHAM,Jefferson County,AL,35206
59750,617  MCGOWAN DR  BIRMINGHAM,Jefferson County,AL,352061809
59751,605  SHADYWOOD DR  BIRMINGHAM,Jefferson County,AL,352061828
59752,609  SHADYWOOD DR  BIRMINGHAM,Jefferson County,AL,352061828
59753,748  HIGHLAND AVE  BIRMINGHAM,Jefferson County,AL,352061741
59754,609  GRAVLEE LN  BIRMINGHAM,Jefferson County,AL,352061732
59755,712  VALLEY DR  BIRMINGHAM,Jefferson County,AL,352061833
59756,717  VALLEY DR  BIRMINGHAM,Jefferson County,AL,352061834
